200	0.08015640069095456
210	0.09159817643992263
220	0.09344475841778284
230	0.08632785618398676
240	0.07465162482268578
250	0.06379920304702054
260	0.05721644547130246
270	0.05534254050520397
280	0.05646199912618681
290	0.05823618287309912
300	0.058816079163554164
310	0.05724989540064035
320	0.053421323104754975
330	0.04780310558024707
340	0.04117731571290041
350	0.034382129064606165
360	0.028118804091298598
370	0.022842517691385292
380	0.018740962988325373
390	0.01578108101347303
400	0.01379021295243663
410	0.012538610635592005
420	0.011801678508957776
430	0.011394686147510538
440	0.011183604642415612
450	0.011080704093468176
460	0.011033518733491914
470	0.011013154058492113
480	0.011004877666111005
490	0.011001709009589092
