200	0.07645357444200397
210	0.09156827773758268
220	0.09805052099826096
230	0.09459157519689271
240	0.08415514947355
250	0.07199248937803462
260	0.06252152301278313
270	0.057438915771164764
280	0.055920514799096
290	0.05600902576138901
300	0.05589417379593088
310	0.054497228217429555
320	0.051487322218785714
330	0.04706320688744656
340	0.04171298548968096
350	0.036019934751276905
360	0.030521885198431527
370	0.025623121841015416
380	0.02155749780512812
390	0.018395691801277467
400	0.016082315295498795
410	0.0144854283521415
420	0.013443349939765191
430	0.012799498613284282
440	0.012422415141672374
450	0.012212881011896543
460	0.012102331669755939
470	0.01204692009485569
480	0.012020520285004712
490	0.012008560193491221
